timestamp,price,MA_7,MA_30,RSI,Daily_Change
2025-01-13 00:00:00,94454.77089638807,95760.77612910383,97344.64898055945,51.71033315702463,-0.0011080929848023002
2025-01-14 00:00:00,94456.3493746993,94650.34110664696,97114.29360486497,54.13834536303124,1.6711472552000117e-05
2025-01-15 00:00:00,96574.07768799194,94596.3380809673,96842.71281052838,56.569671000921595,0.022420179557139264
2025-01-16 00:00:00,100313.15239828422,95352.97207930907,96650.68098262414,61.315304304021055,0.03871716717163309
2025-01-17 00:00:00,100044.57926776377,96448.44400563804,96451.00317812808,56.651031778799926,-0.0026773471284613493
2025-01-18 00:00:00,104160.69358484233,97794.7392688874,96577.84042601784,61.30128692854298,0.041142802010911694
2025-01-19 00:00:00,104334.61575724394,99191.17699531621,96793.94915890068,61.303483763548115,0.001669748601087706
2025-01-20 00:00:00,101275.33714814208,100165.54360270966,96913.41258660788,54.877846603528084,-0.029321798780760466
2025-01-21 00:00:00,101764.90860170545,101209.62349228196,97065.48204104885,49.122325302579206,0.004834063922663168
2025-01-22 00:00:00,106182.2368201815,102582.21765402332,97435.08080343418,68.0267686823459,0.04340718504219265
2025-01-23 00:00:00,103673.53509537787,103062.27232503671,97736.034944792,66.53673462525923,-0.023626378572642937
2025-01-24 00:00:00,104067.60991206947,103636.99098850894,97915.09814160012,74.43008085769736,0.0038011129487294237
2025-01-25 00:00:00,104835.19253555956,103733.34798146856,98098.10608699635,72.60665320641154,0.007375807171305704
2025-01-26 00:00:00,104796.04077738234,103799.26584148833,98402.03036472063,73.05779264141314,-0.00037346006842065016
2025-01-27 00:00:00,102552.24874280207,103981.68178358262,98676.04041379635,66.63650698090366,-0.02141103822182311
2025-01-28 00:00:00,101958.46953745594,104009.33334583268,98901.83541661533,65.04717105545299,-0.005790016431870826
2025-01-29 00:00:00,101313.11264498268,103313.74417794714,99156.82425412674,60.10183750249658,-0.006329605528613502
2025-01-30 00:00:00,103718.97939813645,103320.23622119836,99526.54749636019,57.69744739257381,0.023746844710855086
2025-01-31 00:00:00,104781.5135100103,103422.22244947564,99902.33598844669,60.33495426457039,0.010244355642907044
2025-02-01 00:00:00,102382.39409722165,103071.8226725702,100168.94325450786,45.80590926277071,-0.02289639968370427
2025-02-02 00:00:00,100674.78762544956,102483.07222229408,100296.36461494448,41.95067007462003,-0.016678712065968604
2025-02-03 00:00:00,97568.31653024875,101771.08190621504,100279.16373952587,41.86376599110936,-0.0308564951411483
2025-02-04 00:00:00,101466.8606657039,101700.85206739332,100386.16780276601,49.43098707767991,0.0399570708411936
2025-02-05 00:00:00,98118.43921664466,101244.47014905933,100377.96279445422,33.9500879624631,-0.033000148295620035
2025-02-06 00:00:00,96582.88682919052,100225.02835349563,100189.74587103067,35.318263650869,-0.01564998790964922
2025-02-07 00:00:00,96635.41875332211,99061.30053111158,100179.1898672164,34.39029173536029,0.0005439050939168855
2025-02-08 00:00:00,96558.4563096667,98229.30941860375,100230.58126387557,32.09714657231724,-0.0007964206566111187
2025-02-09 00:00:00,96558.23762501091,97641.23084711251,100369.97999192723,32.15129805327453,-2.2647903057393393e-06
2025-02-10 00:00:00,96548.57865379585,97495.55400761924,100430.37838898387,35.59761451629723,-0.00010003259641677698
2025-02-11 00:00:00,97399.98161383197,96914.57128592324,100525.05938703686,39.19802272000709,0.008818389373592916
2025-02-12 00:00:00,95739.97737079239,96574.79102223006,100567.89960285035,37.39958913838358,-0.017043167930165692
2025-02-13 00:00:00,97836.18856127483,96753.83412681354,100680.56090906954,36.51060255028118,0.021894836911899418
2025-02-14 00:00:00,96561.6639990985,96743.29773335301,100680.14711943973,31.333143323146544,-0.013027128109943664
2025-02-15 00:00:00,97488.48148536457,96876.15847273845,100585.99142234241,38.08973044159275,0.009598192987589016
2025-02-16 00:00:00,97569.95169430465,97020.6890540661,100503.50383656046,41.79430702149378,0.0008356906138937692
2025-02-17 00:00:00,96149.3484548204,96963.6561684982,100236.45899889305,45.88297353133181,-0.014559843628242475
2025-02-18 00:00:00,95776.15723852723,96731.68125774036,99951.17704826916,29.2424805207188,-0.0038813702046928134
2025-02-19 00:00:00,95495.89153299287,96696.81185234044,99758.52886109753,37.67532036021765,-0.0029262575740679475
2025-02-20 00:00:00,96554.87156259285,96513.76656681443,99584.86095979376,49.86216816018698,0.011089273188617854
2025-02-21 00:00:00,98384.31738240314,96774.14562157224,99324.9303118678,57.32384530129605,0.018947214057701167
2025-02-22 00:00:00,96135.15541305285,96580.8133255277,99073.65098912365,48.50020476251306,-0.02286098058299446
2025-02-23 00:00:00,96564.15414290235,96437.12796104167,98823.53579681808,50.02034462958519,0.004462454218815859
2025-02-24 00:00:00,96327.46309127835,96462.57290910708,98539.94481534205,49.251357563507895,-0.002451127478150239
2025-02-24 10:05:45,95871.93946343055,96476.25608409327,98242.47477154365,44.68392031881126,-0.004728907138519256
